n_sites,j,g,m,initial_state,t_target,observable_name,method,metric,slope,prefactor,points
3,1.0,1.0,0.5,domain_wall_x,4.0,electric_density,trotter2,observable_error,2.152380901708063,0.7068902859823847,5
3,1.0,1.0,0.5,domain_wall_x,4.0,electric_density,trotter2,state_error,2.0665826147744966,1.1319481177993687,5
3,1.0,1.5,0.5,neel_x,0.5,electric_density,trotter1,observable_error,2.079896261909121,1.081476699932578,5
3,1.0,1.5,0.5,neel_x,0.5,electric_density,trotter1,state_error,1.0203728855781078,1.4797323745154676,5
3,1.0,1.5,0.5,neel_x,0.5,electric_density,trotter2,observable_error,2.079896261909303,1.081476699932841,5
3,1.0,1.5,0.5,neel_x,0.5,electric_density,trotter2,state_error,2.0716201897765134,0.9337624447531289,5
3,1.0,1.5,0.5,neel_x,1.0,electric_density,trotter1,observable_error,2.1555314203741456,1.4673304075461242,5
3,1.0,1.5,0.5,neel_x,1.0,electric_density,trotter1,state_error,1.0499256057502346,1.4208426784824326,5
3,1.0,1.5,0.5,neel_x,1.0,electric_density,trotter2,observable_error,2.155531420374312,1.4673304075464428,5
3,1.0,1.5,0.5,neel_x,1.0,electric_density,trotter2,state_error,2.0812462663699534,1.0655247661525862,5
3,1.0,1.5,0.5,neel_x,2.0,electric_density,trotter1,observable_error,2.00933808052886,1.1034069892869978,5
3,1.0,1.5,0.5,neel_x,2.0,electric_density,trotter1,state_error,1.0857595005968614,1.6898867874820702,5
3,1.0,1.5,0.5,neel_x,2.0,electric_density,trotter2,observable_error,2.0093380805298895,1.1034069892885394,5
3,1.0,1.5,0.5,neel_x,2.0,electric_density,trotter2,state_error,2.063866351878318,1.5643673276797672,5
3,1.0,1.5,0.5,neel_x,4.0,electric_density,trotter1,observable_error,1.213777987010991,0.08253695465725783,5
3,1.0,1.5,0.5,neel_x,4.0,electric_density,trotter1,state_error,0.9683737012468255,0.7123708944994943,5
3,1.0,1.5,0.5,neel_x,4.0,electric_density,trotter2,observable_error,1.2137779870072412,0.08253695465682982,5
3,1.0,1.5,0.5,neel_x,4.0,electric_density,trotter2,state_error,2.104536717263501,2.0093820499068236,5
3,1.0,1.5,0.5,uniform_x,0.5,electric_density,trotter1,observable_error,2.0580388850682056,0.6883946153477095,5
3,1.0,1.5,0.5,uniform_x,0.5,electric_density,trotter1,state_error,1.025778869269758,1.2317958686706996,5
3,1.0,1.5,0.5,uniform_x,0.5,electric_density,trotter2,observable_error,2.058038885067834,0.6883946153473373,5
3,1.0,1.5,0.5,uniform_x,0.5,electric_density,trotter2,state_error,2.0668851550624066,0.6675660664035706,5
3,1.0,1.5,0.5,uniform_x,1.0,electric_density,trotter1,observable_error,2.060369533041125,1.0989703568744478,5
3,1.0,1.5,0.5,uniform_x,1.0,electric_density,trotter1,state_error,1.0276059942328215,1.2672255657869302,5
3,1.0,1.5,0.5,uniform_x,1.0,electric_density,trotter2,observable_error,2.0603695330408054,1.0989703568739237,5
3,1.0,1.5,0.5,uniform_x,1.0,electric_density,trotter2,state_error,2.051939739574446,0.7895812653098938,5
3,1.0,1.5,0.5,uniform_x,2.0,electric_density,trotter1,observable_error,1.5498282405614785,0.03324917955352645,5
3,1.0,1.5,0.5,uniform_x,2.0,electric_density,trotter1,state_error,1.0494932837695738,1.0661363193427407,5
3,1.0,1.5,0.5,uniform_x,2.0,electric_density,trotter2,observable_error,1.5498282405480683,0.03324917955288565,5
3,1.0,1.5,0.5,uniform_x,2.0,electric_density,trotter2,state_error,2.0461477628909495,0.5578558431364361,5
3,1.0,1.5,0.5,uniform_x,4.0,electric_density,trotter1,observable_error,2.0030895724939013,0.3312491997557705,5
3,1.0,1.5,0.5,uniform_x,4.0,electric_density,trotter1,state_error,1.0623144263785627,1.4113242108362312,5
3,1.0,1.5,0.5,uniform_x,4.0,electric_density,trotter2,observable_error,2.0030895724851594,0.3312491997516052,5
3,1.0,1.5,0.5,uniform_x,4.0,electric_density,trotter2,state_error,2.085155234312878,1.098588839447944,5
3,1.0,1.5,0.5,domain_wall_x,0.5,electric_density,trotter1,observable_error,2.058038885068147,0.688394615347642,5
3,1.0,1.5,0.5,domain_wall_x,0.5,electric_density,trotter1,state_error,1.0257788692696503,1.2317958686705224,5
3,1.0,1.5,0.5,domain_wall_x,0.5,electric_density,trotter2,observable_error,2.0580388850679245,0.6883946153474019,5
3,1.0,1.5,0.5,domain_wall_x,0.5,electric_density,trotter2,state_error,2.0668851549482294,0.6675660662997165,5
3,1.0,1.5,0.5,domain_wall_x,1.0,electric_density,trotter1,observable_error,2.0603695330410527,1.0989703568743272,5
3,1.0,1.5,0.5,domain_wall_x,1.0,electric_density,trotter1,state_error,1.027605994232719,1.2672255657867557,5
3,1.0,1.5,0.5,domain_wall_x,1.0,electric_density,trotter2,observable_error,2.0603695330409195,1.0989703568740847,5
3,1.0,1.5,0.5,domain_wall_x,1.0,electric_density,trotter2,state_error,2.0519397394245007,0.7895812651485798,5
3,1.0,1.5,0.5,domain_wall_x,2.0,electric_density,trotter1,observable_error,1.5498282405646504,0.03324917955365181,5
3,1.0,1.5,0.5,domain_wall_x,2.0,electric_density,trotter1,state_error,1.0494932837692412,1.0661363193422997,5
3,1.0,1.5,0.5,domain_wall_x,2.0,electric_density,trotter2,observable_error,1.549828240551328,0.03324917955300658,5
3,1.0,1.5,0.5,domain_wall_x,2.0,electric_density,trotter2,state_error,2.046147761730107,0.5578558422538683,5
3,1.0,1.5,0.5,domain_wall_x,4.0,electric_density,trotter1,observable_error,2.0030895724955915,0.3312491997564185,5
3,1.0,1.5,0.5,domain_wall_x,4.0,electric_density,trotter1,state_error,1.0623144263782183,1.4113242108356188,5
3,1.0,1.5,0.5,domain_wall_x,4.0,electric_density,trotter2,observable_error,2.0030895724884408,0.3312491997529766,5
3,1.0,1.5,0.5,domain_wall_x,4.0,electric_density,trotter2,state_error,2.0851552339709576,1.0985888389457543,5
4,1.0,0.5,0.5,neel_x,0.5,electric_density,trotter1,observable_error,2.040242062732509,0.14114891991241732,5
4,1.0,0.5,0.5,neel_x,0.5,electric_density,trotter1,state_error,1.0514794444096014,1.1117871602831904,5
4,1.0,0.5,0.5,neel_x,0.5,electric_density,trotter2,observable_error,2.0402420627337015,0.1411489199126505,5
4,1.0,0.5,0.5,neel_x,0.5,electric_density,trotter2,state_error,2.048288247701158,0.6554948773795697,5
4,1.0,0.5,0.5,neel_x,1.0,electric_density,trotter1,observable_error,2.0061760113237574,0.2548366333336693,5
4,1.0,0.5,0.5,neel_x,1.0,electric_density,trotter1,state_error,1.0467147036964077,1.0603811631676665,5
4,1.0,0.5,0.5,neel_x,1.0,electric_density,trotter2,observable_error,2.0061760113242317,0.25483663333383505,5
4,1.0,0.5,0.5,neel_x,1.0,electric_density,trotter2,state_error,2.027490606052773,0.7699447045967267,5
4,1.0,0.5,0.5,neel_x,2.0,electric_density,trotter1,observable_error,1.9984114732370974,0.4147027079602363,5
4,1.0,0.5,0.5,neel_x,2.0,electric_density,trotter1,state_error,1.066001719774936,1.2913180412175227,5
4,1.0,0.5,0.5,neel_x,2.0,electric_density,trotter2,observable_error,1.99841147323742,0.41470270796041026,5
4,1.0,0.5,0.5,neel_x,2.0,electric_density,trotter2,state_error,2.0127922959235076,0.9489643294987142,5
4,1.0,0.5,0.5,neel_x,4.0,electric_density,trotter1,observable_error,1.803376278832262,0.16978135705410174,5
4,1.0,0.5,0.5,neel_x,4.0,electric_density,trotter1,state_error,1.1507064506267441,1.3985613307308014,5
4,1.0,0.5,0.5,neel_x,4.0,electric_density,trotter2,observable_error,1.8033762788331626,0.16978135705430558,5
4,1.0,0.5,0.5,neel_x,4.0,electric_density,trotter2,state_error,2.0149050986360333,1.7052505801513422,5
4,1.0,0.5,0.5,uniform_x,0.5,electric_density,trotter1,observable_error,1.997848572592096,0.027412114991908865,5
4,1.0,0.5,0.5,uniform_x,0.5,electric_density,trotter1,state_error,0.9947934739867936,0.5113154767585699,5
4,1.0,0.5,0.5,uniform_x,0.5,electric_density,trotter2,observable_error,1.9978485725927637,0.027412114991923,5
4,1.0,0.5,0.5,uniform_x,0.5,electric_density,trotter2,state_error,2.0378609256550315,0.2185285511230301,5
4,1.0,0.5,0.5,uniform_x,1.0,electric_density,trotter1,observable_error,1.98643743480017,0.07440245308488747,5
4,1.0,0.5,0.5,uniform_x,1.0,electric_density,trotter1,state_error,1.0104392810720946,0.7772074957118427,5
4,1.0,0.5,0.5,uniform_x,1.0,electric_density,trotter2,observable_error,1.9864374348001042,0.07440245308488819,5
4,1.0,0.5,0.5,uniform_x,1.0,electric_density,trotter2,state_error,2.013704919822092,0.31250806661148456,5
4,1.0,0.5,0.5,uniform_x,2.0,electric_density,trotter1,observable_error,2.035421202519423,0.13943067732235903,5
4,1.0,0.5,0.5,uniform_x,2.0,electric_density,trotter1,state_error,1.0567872810629468,0.7673848720521453,5
4,1.0,0.5,0.5,uniform_x,2.0,electric_density,trotter2,observable_error,2.0354212025208613,0.1394306773226322,5
4,1.0,0.5,0.5,uniform_x,2.0,electric_density,trotter2,state_error,2.0319560215671135,0.5139950863343306,5
4,1.0,0.5,0.5,uniform_x,4.0,electric_density,trotter1,observable_error,1.792524619633,0.04315318783596825,5
4,1.0,0.5,0.5,uniform_x,4.0,electric_density,trotter1,state_error,1.061374942950148,1.0040998751597427,5
4,1.0,0.5,0.5,uniform_x,4.0,electric_density,trotter2,observable_error,1.7925246196333529,0.04315318783600248,5
4,1.0,0.5,0.5,uniform_x,4.0,electric_density,trotter2,state_error,2.0221754665770093,0.8274059187374565,5
4,1.0,0.5,0.5,domain_wall_x,0.5,electric_density,trotter1,observable_error,2.032546186777545,0.053539019833960186,5
4,1.0,0.5,0.5,domain_wall_x,0.5,electric_density,trotter1,state_error,1.039906652197545,0.6985631574591825,5
4,1.0,0.5,0.5,domain_wall_x,0.5,electric_density,trotter2,observable_error,2.0325461867778443,0.05353901983397362,5
4,1.0,0.5,0.5,domain_wall_x,0.5,electric_density,trotter2,state_error,2.039498042263464,0.42422466073694215,5
4,1.0,0.5,0.5,domain_wall_x,1.0,electric_density,trotter1,observable_error,2.0030215773207063,0.11021480777600096,5
4,1.0,0.5,0.5,domain_wall_x,1.0,electric_density,trotter1,state_error,1.0151106243793444,0.8421959839673867,5
4,1.0,0.5,0.5,domain_wall_x,1.0,electric_density,trotter2,observable_error,2.0030215773213023,0.11021480777609385,5
4,1.0,0.5,0.5,domain_wall_x,1.0,electric_density,trotter2,state_error,2.0282449668788427,0.4536778317280512,5
4,1.0,0.5,0.5,domain_wall_x,2.0,electric_density,trotter1,observable_error,2.0101312918191425,0.14469607583130117,5
4,1.0,0.5,0.5,domain_wall_x,2.0,electric_density,trotter1,state_error,1.0465186274793232,0.9665412577870406,5
4,1.0,0.5,0.5,domain_wall_x,2.0,electric_density,trotter2,observable_error,2.0101312918201657,0.144696075831497,5
4,1.0,0.5,0.5,domain_wall_x,2.0,electric_density,trotter2,state_error,2.025130435625856,0.7002506721232499,5
4,1.0,0.5,0.5,domain_wall_x,4.0,electric_density,trotter1,observable_error,2.0477207983194567,0.01756675630903586,5
4,1.0,0.5,0.5,domain_wall_x,4.0,electric_density,trotter1,state_error,1.129408826003337,1.0727055070660296,5
4,1.0,0.5,0.5,domain_wall_x,4.0,electric_density,trotter2,observable_error,2.0477207983202335,0.017566756309092123,5
4,1.0,0.5,0.5,domain_wall_x,4.0,electric_density,trotter2,state_error,2.025336882158031,1.030570530846491,5
4,1.0,1.0,0.5,neel_x,0.5,electric_density,trotter1,observable_error,2.052606992080683,0.48698499988592914,5
4,1.0,1.0,0.5,neel_x,0.5,electric_density,trotter1,state_error,1.0242738256135346,1.4123076494141695,5
4,1.0,1.0,0.5,neel_x,0.5,electric_density,trotter2,observable_error,2.0526069920822017,0.48698499988694893,5
4,1.0,1.0,0.5,neel_x,0.5,electric_density,trotter2,state_error,2.0618015145769335,0.8320606460545069,5
4,1.0,1.0,0.5,neel_x,1.0,electric_density,trotter1,observable_error,2.042723485043464,0.9061736666288426,5
4,1.0,1.0,0.5,neel_x,1.0,electric_density,trotter1,state_error,1.0079241706701565,1.569505265486469,5
4,1.0,1.0,0.5,neel_x,1.0,electric_density,trotter2,observable_error,2.0427234850443643,0.9061736666299718,5
4,1.0,1.0,0.5,neel_x,1.0,electric_density,trotter2,state_error,2.0365949116704423,0.9471421382324426,5
4,1.0,1.0,0.5,neel_x,2.0,electric_density,trotter1,observable_error,0.6042773590304484,0.0022896392743387084,5
4,1.0,1.0,0.5,neel_x,2.0,electric_density,trotter1,state_error,1.0252815906656676,1.292594015970296,5
4,1.0,1.0,0.5,neel_x,2.0,electric_density,trotter2,observable_error,0.6042773590123807,0.002289639274279795,5
4,1.0,1.0,0.5,neel_x,2.0,electric_density,trotter2,state_error,2.0792409538229264,1.2781088948558963,5
4,1.0,1.0,0.5,neel_x,4.0,electric_density,trotter1,observable_error,1.7962193018142854,0.05699641506417915,5
4,1.0,1.0,0.5,neel_x,4.0,electric_density,trotter1,state_error,1.0760802852541822,1.9368672832186902,5
4,1.0,1.0,0.5,neel_x,4.0,electric_density,trotter2,observable_error,1.7962193018350667,0.056996415065821565,5
4,1.0,1.0,0.5,neel_x,4.0,electric_density,trotter2,state_error,2.017956140716578,2.1649240212895178,5
4,1.0,1.0,0.5,uniform_x,0.5,electric_density,trotter1,observable_error,2.0126523148505657,0.16298761463500117,5
4,1.0,1.0,0.5,uniform_x,0.5,electric_density,trotter1,state_error,1.0149888468844124,0.880212555513753,5
4,1.0,1.0,0.5,uniform_x,0.5,electric_density,trotter2,observable_error,2.0126523148537494,0.16298761463574155,5
4,1.0,1.0,0.5,uniform_x,0.5,electric_density,trotter2,state_error,2.0317435651454168,0.3501214254913083,5
4,1.0,1.0,0.5,uniform_x,1.0,electric_density,trotter1,observable_error,1.9980035054170362,0.33284648089934227,5
4,1.0,1.0,0.5,uniform_x,1.0,electric_density,trotter1,state_error,1.017317885465455,1.087893556921714,5
4,1.0,1.0,0.5,uniform_x,1.0,electric_density,trotter2,observable_error,1.9980035054174639,0.33284648089954183,5
4,1.0,1.0,0.5,uniform_x,1.0,electric_density,trotter2,state_error,2.020087226226015,0.5196453170316239,5
4,1.0,1.0,0.5,uniform_x,2.0,electric_density,trotter1,observable_error,2.0100124261756465,0.10856205345308176,5
4,1.0,1.0,0.5,uniform_x,2.0,electric_density,trotter1,state_error,0.9541155924114375,0.6618659873642826,5
4,1.0,1.0,0.5,uniform_x,2.0,electric_density,trotter2,observable_error,2.0100124261890273,0.10856205345511438,5
4,1.0,1.0,0.5,uniform_x,2.0,electric_density,trotter2,state_error,2.0383948625814217,0.3660890774492603,5
4,1.0,1.0,0.5,uniform_x,4.0,electric_density,trotter1,observable_error,1.916657023925034,0.024289884040178403,5
4,1.0,1.0,0.5,uniform_x,4.0,electric_density,trotter1,state_error,1.0305687217627189,0.4979160222142007,5
4,1.0,1.0,0.5,uniform_x,4.0,electric_density,trotter2,observable_error,1.916657023885719,0.024289884038832858,5
4,1.0,1.0,0.5,uniform_x,4.0,electric_density,trotter2,state_error,2.0507264413563626,1.0897522841107976,5
4,1.0,1.0,0.5,domain_wall_x,0.5,electric_density,trotter1,observable_error,2.0332218458198086,0.20823186078828884,5
4,1.0,1.0,0.5,domain_wall_x,0.5,electric_density,trotter1,state_error,1.0247849352141472,0.987132845239902,5
4,1.0,1.0,0.5,domain_wall_x,0.5,electric_density,trotter2,observable_error,2.03322184582087,0.2082318607886202,5
4,1.0,1.0,0.5,domain_wall_x,0.5,electric_density,trotter2,state_error,2.056410447288506,0.5184460175132024,5
4,1.0,1.0,0.5,domain_wall_x,1.0,electric_density,trotter1,observable_error,2.0166490887874433,0.4450891652608476,5
4,1.0,1.0,0.5,domain_wall_x,1.0,electric_density,trotter1,state_error,1.0098832380752696,1.2401222993231145,5
4,1.0,1.0,0.5,domain_wall_x,1.0,electric_density,trotter2,observable_error,2.016649088787585,0.4450891652609385,5
4,1.0,1.0,0.5,domain_wall_x,1.0,electric_density,trotter2,state_error,2.0288881758859763,0.6194233208645223,5
4,1.0,1.0,0.5,domain_wall_x,2.0,electric_density,trotter1,observable_error,0.49311761995987957,0.0009544235242342234,5
4,1.0,1.0,0.5,domain_wall_x,2.0,electric_density,trotter1,state_error,1.0760962837402375,1.0691041610974774,5
4,1.0,1.0,0.5,domain_wall_x,2.0,electric_density,trotter2,observable_error,0.4931176199380505,0.000954423524204571,5
4,1.0,1.0,0.5,domain_wall_x,2.0,electric_density,trotter2,state_error,2.032131445920576,0.8615344085909752,5
4,1.0,1.0,0.5,domain_wall_x,4.0,electric_density,trotter1,observable_error,2.1046932878560036,0.3632627302940805,5
