n_sites,j,g,m,initial_state,t_target,dt,n_steps,t_used,observable_name,method,observable,observable_error,state_error,state_infidelity,gauss_violation,defect1_obs_response,defect2_obs_response,defect1_predictor,defect2_predictor
3,1.0,0.5,0.5,neel_x,2.0,0.125,16,2.0,staggered_magnetization,trotter2,0.2689627743943396,0.009724529190547226,0.01335869260612856,0.00017845466814503386,0.0,2.795099345242322,0.0019131280329112857,0.34938741815529023,2.989262551423884e-05
3,1.0,0.5,0.5,neel_x,2.0,0.0625,32,2.0,staggered_magnetization,exact,0.2786873035848868,0.0,0.0,0.0,7.401486830834377e-17,2.795099345242322,0.0019131280329112857,0.17469370907764512,7.47315637855971e-06
3,1.0,0.5,0.5,neel_x,2.0,0.0625,32,2.0,staggered_magnetization,trotter1,0.2762434596524537,0.0024438439324330763,0.050984201446777525,0.0025993887971655916,3.552713678800501e-15,2.795099345242322,0.0019131280329112857,0.17469370907764512,7.47315637855971e-06
3,1.0,0.5,0.5,neel_x,2.0,0.0625,32,2.0,staggered_magnetization,trotter2,0.2762434596524534,0.0024438439324334094,0.003328081638411097,1.1076127391929091e-05,6.291263806209221e-16,2.795099345242322,0.0019131280329112857,0.17469370907764512,7.47315637855971e-06
3,1.0,0.5,0.5,neel_x,2.0,0.03125,64,2.0,staggered_magnetization,exact,0.2786873035848868,0.0,0.0,0.0,7.401486830834377e-17,2.795099345242322,0.0019131280329112857,0.08734685453882256,1.8682890946399275e-06
3,1.0,0.5,0.5,neel_x,2.0,0.03125,64,2.0,staggered_magnetization,trotter1,0.2780755723207534,0.0006117312641333861,0.02504356125486187,0.0006271799603260186,4.6629367034256575e-15,2.795099345242322,0.0019131280329112857,0.08734685453882256,1.8682890946399275e-06
3,1.0,0.5,0.5,neel_x,2.0,0.03125,64,2.0,staggered_magnetization,trotter2,0.27807557232075547,0.0006117312641313322,0.0008312920952659962,6.910465476517302e-07,8.43769498715119e-15,2.795099345242322,0.0019131280329112857,0.08734685453882256,1.8682890946399275e-06
3,1.0,0.5,0.5,neel_x,4.0,0.5,8,4.0,staggered_magnetization,exact,0.40930959736645045,0.0,0.0,0.0,0.0,2.3231743513110104,0.013941903323844453,1.1615871756555052,0.0034854758309611133
3,1.0,0.5,0.5,neel_x,4.0,0.5,8,4.0,staggered_magnetization,trotter1,0.1399649741399567,0.2693446232264938,0.6089205574113179,0.37078424523811004,9.62193288008469e-16,2.3231743513110104,0.013941903323844453,1.1615871756555052,0.0034854758309611133
3,1.0,0.5,0.5,neel_x,4.0,0.5,8,4.0,staggered_magnetization,trotter2,0.13996497413995682,0.26934462322649366,0.3852741322687544,0.14843615699544166,9.251858538542972e-16,2.3231743513110104,0.013941903323844453,1.1615871756555052,0.0034854758309611133
