family,seed,parameter_name,parameter_value,t_final,nested_abs_initial,nested_abs_final,h_a_energy_density_initial,h_total_energy_density_initial,gauss_violation_initial,q1,power_prefactor_trotter1,q2,power_prefactor_trotter2,linear_prefactor_trotter1,quadratic_prefactor_trotter1,linear_prefactor_abs_trotter1,error_trotter1_dtmin,error_trotter2_dtmin,ratio_dtmin_e1_over_e2,exact_state_infidelity_from_initial
ha_evolved,uniform_x,tau,0.25,0.5,4.230733322052345,1.895337073781666,0.0,1.0059410873793844,2.220446049250313e-16,0.42287637747973333,0.039175142386879996,2.2925967783982664,0.24232515364237742,0.14215851570399976,-0.1719666980383096,0.14215851570399976,0.011289469859187107,0.0004648286155776171,24.287381372074737,0.6172484698957795
ha_evolved,uniform_x,tau,0.25,1.0,4.230733322052345,2.418847912383027,0.0,1.0059410873793844,2.220446049250313e-16,1.1118171780630235,0.3091526262022885,3.9379709324722247,0.16405164927749663,0.24093716834120493,0.08770363256587176,0.24093716834120493,0.01417676629671083,5.829773460974685e-06,2431.786825270669,0.8808149447267988
h_evolved,uniform_x,tau,0.25,0.5,4.319287837564076,2.773413178653076,0.15260472198055475,1.1666666666666672,4.440892098500626e-16,0.06418148921115531,0.02459645191871695,2.2092771627685632,0.35910443127575475,0.2543406769528468,-0.4433734650447048,0.2543406769528468,0.015619844326902887,0.0008447959129099791,18.489488512200374,0.4758307527076847
h_evolved,uniform_x,tau,0.25,1.0,4.319287837564076,2.608963895651663,0.15260472198055475,1.1666666666666672,4.440892098500626e-16,1.1595775189359117,0.35746680184334123,2.2242816578375804,0.15506860694798255,0.24484375561218807,0.15068487845354928,0.24484375561218807,0.014435837559433451,0.0003499250891829675,41.25407981788152,0.7839883952801368
ha_evolved,uniform_x,tau,0.5,0.5,1.6063467747430369,1.1378704966595827,0.0,0.5889567361558782,2.220446049250313e-16,1.2695367775715811,0.35443175720792497,2.3858756534972025,0.17068997249097728,0.15796674908878838,0.29826586695897767,0.15796674908878838,0.010922796740911567,0.00025934311301167856,42.11716522589786,0.8220633104970415
ha_evolved,uniform_x,tau,0.5,1.0,1.6063467747430369,0.2854279519732856,0.0,0.5889567361558782,2.220446049250313e-16,0.9648189519388143,0.4893871169838323,1.9554941040975575,0.16934825614149163,0.5562835850218426,-0.13081676091886008,0.5562835850218426,0.03315903947029575,0.000736483404333077,45.02347137112062,0.98209665787953
h_evolved,uniform_x,tau,0.5,0.5,2.760366452117284,3.3569260930542235,0.47216457508513954,1.1666666666666663,1.8503717077085943e-16,0.756017300959872,0.06011016990515707,2.1710063239732302,0.5127795319165815,0.021511768421335415,0.19890438365198673,0.021511768421335415,0.009301235907941408,0.0013238215068078762,7.026049856501748,0.47583075270768505
h_evolved,uniform_x,tau,0.5,1.0,2.760366452117284,2.18939195664059,0.47216457508513954,1.1666666666666663,1.8503717077085943e-16,1.0472955103449457,0.5096921543345811,2.0169583269927114,0.13480746653794098,0.4724545104998834,0.028459109713718143,0.4724545104998834,0.027723901620321345,0.0005043364811553319,54.9710414697972,0.783988395280137
ha_evolved,uniform_x,tau,0.75,0.5,1.0370411887964486,0.024760546466226108,0.0,0.07157116028433262,2.220446049250313e-16,1.0621909122516646,0.4513026125779517,2.9047234975360885,0.09660783308739279,0.3792604478341705,0.11603494747303454,0.3792604478341705,0.02398585670699027,3.842458737157717e-05,624.2319917463242,0.8626790568123335
ha_evolved,uniform_x,tau,0.75,1.0,1.0370411887964486,1.502872792380805,0.0,0.07157116028433262,2.220446049250313e-16,0.9300460701780825,0.6299301302363806,2.019803400071284,0.33025525601347966,0.7718649156051057,-0.24831834696451432,0.7718649156051057,0.046961172736719625,0.0012293015527835571,38.20150770198211,0.9960518019538233
